category,date_end,date_peak,date_start,duration,duration_extreme,duration_moderate,duration_severe,duration_strong,index_end,index_peak,index_start,intensity_cumulative,intensity_cumulative_abs,intensity_cumulative_relThresh,intensity_max,intensity_max_abs,intensity_max_relThresh,intensity_mean,intensity_mean_abs,intensity_mean_relThresh,intensity_var,intensity_var_abs,intensity_var_relThresh,n_events,rate_decline,rate_onset,time_end,time_peak,time_start
Moderate,1984-06-13,1984-06-05,1984-06-03,11,0,11,0,0,894,886,884,18.651958010343865,262.049994142726,4.04690900045356,1.9811644936589232,24.2299994584173,0.5976363502781545,1.695632546394897,23.82272674024782,0.36790081822305093,0.151656413682028,0.23104862840526616,0.13817586376111018,54,0.08815957140052871,0.2027868725021733,724440,724432,724430
Moderate,1984-06-22,1984-06-19,1984-06-17,6,0,6,0,0,903,900,898,12.059443757497817,142.6499968115241,3.8838180950081203,2.131545156463485,23.9099994655699,0.7830908915875057,2.009907292916303,23.77499946858735,0.6473030158346867,0.1751001511686246,0.20694201624023056,0.21166778989069346,54,0.18675431588583788,0.27387527562147157,724449,724446,724444
Moderate,1984-07-14,1984-07-10,1984-06-26,19,0,19,0,0,925,921,907,36.46418400840294,442.04999011941254,7.080727114460807,2.203102880884547,23.4299994762987,0.6641818033362163,1.9191675793896283,23.265788953653292,0.37266984812951615,0.17818503620102863,0.23513300949567598,0.16696186732207863,54,0.1815799831412027,0.052890833640807294,724471,724467,724453
Moderate,1984-10-08,1984-10-06,1984-10-04,5,0,5,0,0,1011,1009,1007,5.815429371642779,104.6699976604431,0.9792727053842043,1.288687674676659,21.0599995292723,0.32145453826946024,1.1630858743285557,20.93399953208862,0.19585454107684086,0.11178421746021311,0.11146299585335102,0.10492168588541152,54,0.14800099844498577,0.14909341014108293,724557,724555,724553
Moderate,1984-10-24,1984-10-23,1984-10-15,10,0,10,0,0,1027,1026,1018,13.711054038638007,212.1099952589721,4.13254536217589,1.8364787969179694,21.7199995145202,0.8085454364730857,1.3711054038638006,21.21099952589721,0.41325453621758895,0.2793553534036417,0.30985318411799595,0.23302570471980283,54,0.2845855183072305,0.11762510601688782,724573,724572,724564
Moderate,1984-11-17,1984-10-30,1984-10-29,20,0,18,0,0,1051,1033,1032,25.612493792655176,428.9699904117733,4.504727172038876,1.5433508295154894,21.4999995194376,0.4952727162025674,1.2806246896327589,21.448499520588665,0.22523635860194383,0.1727626592832907,0.2474121000751073,0.16922062681030448,54,0.035790131932313486,0.3494373408830403,724597,724579,724578
Moderate,1985-07-25,1985-07-17,1985-07-14,12,0,12,0,0,1301,1293,1290,19.76570454192353,270.5599939525127,3.273272654109334,2.2208188834938234,23.1999994814396,0.8058181638067587,1.647142045160294,22.54666616270939,0.27277272117577783,0.2760513421493012,0.3473790679182531,0.25296825883252766,54,0.13219884502909912,0.29025400946882535,724847,724839,724836
Moderate,1988-06-12,1988-06-11,1988-06-07,6,0,6,0,0,2354,2353,2349,9.611049121514927,141.98999682627618,1.809090868654593,1.7340645743134644,23.7399994693696,0.4547272625632708,1.6018415202524878,23.66499947104603,0.3015151447757655,0.12985851549481547,0.08301606084717408,0.15147119023775943,54,0.1817680901019294,0.09514928690683139,725900,725899,725895
Moderate,1988-07-02,1988-06-28,1988-06-27,6,0,6,0,0,2374,2370,2369,10.639671688055007,139.5299968812614,1.2841817894780867,2.0114575057541586,23.5299994740635,0.44636362638662064,1.7732786146758344,23.254999480210234,0.21403029824634778,0.1521059481713297,0.19128947966599713,0.14918989051233547,54,0.1410632464226372,0.2641288863243408,725920,725916,725915
Moderate,1988-11-07,1988-10-25,1988-10-23,16,0,16,0,0,2502,2489,2487,19.884667724839215,339.5599924102425,3.137454475326905,1.5642048235396686,21.4699995201081,0.5119999885559068,1.242791732802451,21.222499525640156,0.19609090470793156,0.15297339871075827,0.14656482879502236,0.151091726190677,54,0.04985585774975542,0.26455296178024457,726048,726035,726033
Moderate,1989-02-15,1989-02-03,1989-01-31,16,0,14,0,0,2602,2590,2587,31.44730959011062,395.45999116078025,7.322181654518161,2.7725794521777516,25.3599994331598,1.3425454245371888,1.9654568493819138,24.716249447548766,0.45763635340738507,0.4603292368811022,0.3900941305599506,0.517545051747219,54,0.103565938080811,0.41731565021933037,726148,726136,726133
Moderate,1989-05-10,1989-05-08,1989-05-04,7,0,7,0,0,2686,2684,2680,13.641412166916286,175.9799960665404,4.229999905452022,2.1358627120894162,25.2999994345009,0.7805454370988727,1.9487731667023265,25.1399994380772,0.6042857007788603,0.23241709274998196,0.24284033012494696,0.24050078770502914,54,0.26514700133619373,0.29498872368447393,726232,726230,726226
Moderate,1989-06-09,1989-06-06,1989-05-29,12,0,11,0,0,2716,2713,2705,19.615454107015207,287.3099935781213,3.090545385466612,1.98414470896925,24.1899994593114,0.6209090770307242,1.6346211755846005,23.94249946484344,0.25754544878888436,0.2058348420091294,0.29183684858610853,0.19757561140458704,54,0.20507423247395704,0.045618802474694485,726262,726259,726251
Moderate,1989-09-14,1989-09-10,1989-09-09,6,0,6,0,0,2813,2809,2808,8.173195409601206,126.8699971642344,1.7069090527565756,1.5008965354481063,21.3099995236844,0.41654544523494863,1.3621992349335343,21.144999527372402,0.2844848421260959,0.07389265217304164,0.09742518279356774,0.07100270791520553,54,0.08857834345797382,0.2574112973602034,726359,726355,726354
Moderate,1996-04-20,1996-04-18,1996-04-15,6,0,6,0,0,5223,5221,5218,10.473428265775418,151.4499966148287,2.99127266041258,2.3670873500466065,25.8699994217604,1.0970908845689742,1.7455713776292363,25.241666102471452,0.49854544340209667,0.44133981892500235,0.4458481206300789,0.44178963878612293,54,0.409182059474135,0.43951664432078325,728769,728767,728764
Moderate,1996-08-26,1996-08-24,1996-08-21,6,0,6,0,0,5351,5349,5346,8.161757894204491,128.7199971228837,2.861818117851481,1.6075030945478375,21.6999995149672,0.7230908929285675,1.3602929823674152,21.45333285381395,0.47696968630858017,0.23912366604885477,0.2426016342164896,0.24305698698069605,54,0.2866851926905213,0.221849660527298,728897,728895,728892
Moderate,1996-09-16,1996-09-11,1996-09-09,8,0,8,0,0,5372,5367,5365,11.123030054411231,169.2799962162972,2.5412726704709314,1.7006936759860594,21.4899995196611,0.615454531698095,1.3903787568014039,21.15999952703715,0.3176590838088664,0.25944664442555526,0.2881839625783733,0.2496059555818639,54,0.11650274083334432,0.16436563619592306,728918,728913,728911
Strong,1996-12-24,1996-12-20,1996-11-17,38,0,33,0,5,5471,5467,5434,70.24117733595199,866.3099806364625,27.49481756726094,2.4802328521507704,23.7799994684756,1.264909062636189,1.8484520351566314,22.79763106938059,0.7235478307173931,0.31055679576248435,0.46828596946702,0.2985055085558359,54,0.2633361267396926,0.046030739333933444,729017,729013,728980
Moderate,1997-01-20,1997-01-09,1997-01-07,14,0,12,0,0,5498,5487,5485,26.66497046028501,334.7199925184252,6.656181669404749,2.5902941667068156,24.4499994534999,1.158181792294421,1.904640747163215,23.90857089417323,0.4754415478146249,0.4590007412419436,0.44368355078896854,0.4615234267360698,54,0.10988130807315491,0.3688928004643742,729044,729033,729031
Strong,1998-09-12,1998-09-08,1998-08-24,20,0,17,0,1,6098,6094,6079,25.765872201448165,424.8799905031919,5.750908962366104,2.1692962199822254,22.0199995078146,1.095636339146921,1.2882936100724083,21.243999525159595,0.2875454481183052,0.35989698442774026,0.34243830795910096,0.34958355317799544,54,0.21499067332575528,0.09251439813249088,729644,729640,729625
Strong,1999-08-15,1999-05-22,1999-05-13,95,0,50,0,45,6435,6350,6341,239.71384387814118,2285.189948922023,110.4279975317418,3.6596618265397574,26.399999409914,2.3036363121460433,2.5233036197699072,24.054631041284456,1.1623999740183346,0.4840466288893486,1.2051379302467582,0.4905316380872633,54,0.03065806613635506,0.21033149647841753,729981,729896,729887
Moderate,2000-04-27,2000-04-23,2000-04-21,7,0,7,0,0,6691,6687,6685,11.752088392466764,175.8699960689991,2.066727226532226,1.9467217195727322,25.4099994320422,0.5652727146378531,1.6788697703523947,25.124285152714155,0.29524674664746087,0.15432213451601154,0.1699459660066852,0.15795634955096471,54,0.10863260463421535,0.2650358067481456,730237,730233,730231
Strong,2000-05-19,2000-05-04,2000-05-03,17,0,15,0,2,6713,6698,6697,38.81666830342911,430.7799903713166,15.142363297905291,2.7339944292485896,26.0099994186312,1.4243636045266221,2.283333429613477,25.33999943360686,0.8907272528179583,0.3473896137923229,0.47869920715679265,0.3935607970822801,54,0.07050224832923001,0.5800901448100882,730259,730244,730243
Moderate,2000-11-17,2000-11-14,2000-11-12,6,0,6,0,0,6895,6892,6890,7.607052171566902,129.9199970960617,1.1965454278005936,1.5229826857182864,21.8899995107204,0.45363635349682596,1.2678420285944838,21.653332849343617,0.1994242379667656,0.1805958954262829,0.18481221287752295,0.17841330935085792,54,0.16192837103628424,0.3970398108099282,730441,730438,730436
Moderate,2005-08-03,2005-07-25,2005-07-22,13,0,13,0,0,8615,8606,8603,22.826598538120315,291.4199934862554,6.489818036759434,2.5402353551922943,23.269999479875,1.2483636084605507,1.7558921952400242,22.4169225758658,0.499216772058418,0.3743882933451273,0.42517659842436517,0.3567188914716091,54,0.14142327705300267,0.36377302324539024,732161,732152,732149
Moderate,2007-08-05,2007-08-04,2007-07-27,10,0,10,0,0,9347,9346,9338,14.81390149708276,220.5399950705468,2.611999941617256,1.732479300119028,22.2099995035678,0.5352727153084444,1.481390149708276,22.05399950705468,0.2611999941617256,0.15638036809048192,0.15232858878981062,0.16426920089885738,54,0.2985724952046513,0.056145901133038356,732893,732892,732884
Strong,2007-08-24,2007-08-17,2007-08-13,12,0,10,0,2,9366,9359,9355,18.142508985918347,259.5699941981584,7.017090752246617,2.191129427608427,22.3099995013326,1.2621817899698016,1.5118757488265289,21.63083284984653,0.584757562687218,0.3213071786283426,0.3221143186053029,0.3280314266361582,54,0.16745487562931938,0.241655948072699,732912,732905,732901
Moderate,2007-09-24,2007-09-21,2007-09-16,9,0,9,0,0,9397,9394,9389,12.77640342091146,190.3199957460165,3.392181742360716,1.6745629477947155,21.3999995216727,0.641272712939152,1.4196003801012733,21.146666194001835,0.376909082484524,0.17519471383579646,0.17575234709114812,0.1814861979147668,54,0.20446352088513617,0.19084465570741926,732943,732940,732935
Moderate,2007-10-26,2007-10-24,2007-10-22,5,0,5,0,0,9429,9427,9425,7.159210959438223,106.6299976166338,1.9709090468558692,1.664996206210379,21.5599995180964,0.6238181678747168,1.4318421918876445,21.32599952332676,0.39418180937117386,0.19948559581049394,0.1979494840819958,0.20001546600532344,54,0.3062754752478476,0.21557975976942387,732975,732973,732971
Severe,2008-04-28,2008-04-14,2008-03-26,34,0,20,5,8,9614,9600,9581,76.7054878923105,871.8399805128572,35.39999920874858,3.720821354348775,27.1899993922561,2.5992726691744217,2.2560437615385442,25.64235236802521,1.0411764473161347,0.7928474446797746,0.8449645081223127,0.869708498761614,54,0.17040302908496463,0.12767721432753995,733160,733146,733127
Moderate,2008-05-13,2008-05-10,2008-05-06,8,0,8,0,0,9629,9626,9622,14.114076819511922,198.9899955522268,3.0063635691660515,2.0243575805972682,25.1199994385242,0.6249090769412398,1.7642596024389903,24.87374944402835,0.37579544614575644,0.21063221584195033,0.1530471706791227,0.17453241600753958,54,0.10356623860671428,0.15502156205242437,733175,733172,733168
Moderate,2008-07-10,2008-07-06,2008-07-03,8,0,8,0,0,9687,9683,9680,14.3744299316491,184.9199958667159,1.8841817760671447,1.9251915422428603,23.2599994800985,0.35563635568729524,1.7968037414561375,23.11499948333949,0.23552272200839308,0.09799970799551928,0.14239030547632575,0.08905276987928223,54,0.09354008194517939,0.07957675755014851,733233,733229,733226
Moderate,2008-09-07,2008-09-03,2008-08-30,9,0,9,0,0,9746,9742,9738,11.575188822165966,191.2099957261235,2.423818127641553,1.6942498995210258,21.6599995158613,0.6779999848455311,1.286132091351774,21.24555508068039,0.26931312529350593,0.24421076784402834,0.24694178299258707,0.2422707608175865,54,0.12578039065493762,0.18040932340166707,733292,733288,733284
Moderate,2008-10-04,2008-09-29,2008-09-26,9,0,9,0,0,9773,9768,9765,15.22105400488688,193.0899956841022,5.7472725988112,2.0565363928006803,21.819999512285,0.993818159604615,1.691228222765209,21.454443964900246,0.6385858443123555,0.23257274635859643,0.23276650208211422,0.22331775735004483,54,0.18295402910512076,0.23940287826669962,733319,733314,733311
Moderate,2008-10-23,2008-10-20,2008-10-19,5,0,5,0,0,9792,9789,9788,6.746258301500951,106.0299976300449,1.7999999597669252,1.5773528322615817,21.4199995212257,0.6081818045878968,1.3492516603001903,21.20599952600898,0.35999999195338506,0.21431024495252882,0.21124393010248546,0.22137436477486033,54,0.1647472325524448,0.387658393539013,733338,733335,733334
Strong,2010-10-20,2010-09-29,2010-09-23,28,0,23,0,4,10519,10498,10492,43.561752094187696,597.2699866499752,16.367272361435695,2.5565363816247775,22.3199995011091,1.493818148428712,1.5557768605067035,21.331070951784827,0.5845454414798462,0.46754626195883797,0.45634681346511985,0.4093793264026324,54,0.07378586780835299,0.19277966780955189,734065,734044,734038
