category,date_end,date_peak,date_start,duration,duration_extreme,duration_moderate,duration_severe,duration_strong,index_end,index_peak,index_start,intensity_cumulative,intensity_cumulative_abs,intensity_cumulative_relThresh,intensity_max,intensity_max_abs,intensity_max_relThresh,intensity_mean,intensity_mean_abs,intensity_mean_relThresh,intensity_var,intensity_var_abs,intensity_var_relThresh,n_events,rate_decline,rate_onset,time_end,time_peak,time_start
Moderate,1984-06-13,1984-06-05,1984-06-02,12,0,12,0,0,894,886,883,19.7453850262352,285.7599936127662,3.5204515342150167,1.976920125248693,24.2299994584173,0.6367096631877978,1.6454487521862668,23.81333280106385,0.2933709611845847,0.17493051024405326,0.22339550873866046,0.18013552156178886,58,0.0920430853633739,0.22157519404196233,724440,724432,724429
Moderate,1984-06-22,1984-06-19,1984-06-17,6,0,6,0,0,903,900,898,12.003991911553108,142.6499968115241,3.597161209919861,2.1216623833364068,23.9099994655699,0.7224515967552279,2.0006653185921848,23.77499946858735,0.5995268683199768,0.17265208783085192,0.20694201624023056,0.17818156758880851,58,0.18516854773940747,0.2794200002712678,724449,724446,724444
Moderate,1984-07-14,1984-07-10,1984-06-26,19,0,19,0,0,925,921,907,36.685560600671934,442.04999011941254,8.691806257335987,2.2393691255734467,23.4299994762987,0.7609677249265445,1.9308189789827335,23.265788953653292,0.45746348722820984,0.18263885632442806,0.23513300949567598,0.17489979440443637,58,0.18678534030929939,0.056381050638078696,724471,724467,724453
Moderate,1984-10-08,1984-10-06,1984-10-04,5,0,5,0,0,1011,1009,1007,5.792889411085717,104.6699976604431,0.9221290116467671,1.2846066835709173,21.0599995292723,0.3112257994951513,1.1585778822171435,20.93399953208862,0.1844258023293534,0.1138040214685159,0.11146299585335102,0.11319186886654697,58,0.1527323524023892,0.1455230987349246,724557,724555,724553
Moderate,1984-10-25,1984-10-23,1984-10-19,7,0,7,0,0,1028,1026,1022,10.202283251922012,149.38999666087318,3.3829031501925577,1.8262756190036384,21.7199995145202,0.8489677229596069,1.457469035988859,21.341428094410453,0.48327187859893683,0.26951105499915234,0.2724716737712687,0.2687006056197754,58,0.4032457387873606,0.16120646973226962,724574,724572,724568
Moderate,1984-11-17,1984-10-30,1984-10-29,20,0,17,0,0,1051,1033,1032,24.849035612713802,428.9699904117733,4.0686450703491275,1.4968732151575104,21.4999995194376,0.4839999891818074,1.24245178063569,21.448499520588665,0.20343225351745636,0.18102245882791657,0.2474121000751073,0.18625960073336728,58,0.03218817572678294,0.3413548310798286,724597,724579,724578
Moderate,1985-07-20,1985-07-17,1985-07-14,7,0,7,0,0,1296,1293,1290,12.497548107754824,159.42999643646183,2.6032257482649968,2.2094101819615624,23.1999994814396,0.7949677241665825,1.7853640153935462,22.775713776637406,0.3718893926092853,0.2751130296900201,0.2807569879311753,0.275724238926635,58,0.23412437218161333,0.28110533282215805,724842,724839,724836
Moderate,1987-10-05,1987-10-04,1987-10-01,5,0,5,0,0,2103,2102,2099,5.374796230466821,104.18999767117211,0.45470966725586237,1.1139139535966756,20.8799995332956,0.13509677117386687,1.0749592460933641,20.83799953423442,0.09094193345117248,0.025331817222399897,0.026381811326838218,0.026651911382024863,58,0.06793548235246878,0.09854312492115216,725649,725648,725645
Moderate,1988-06-12,1988-06-11,1988-06-07,6,0,6,0,0,2354,2353,2349,9.387619210176894,141.98999682627618,1.2627741653232398,1.6904066093327472,23.7399994693696,0.32967741198593004,1.5646032016961489,23.66499947104603,0.21046236088720663,0.12350144087229524,0.08301606084717408,0.11740854240964148,58,0.17965373770265458,0.08949132706093287,725900,725899,725895
Moderate,1988-07-02,1988-06-28,1988-06-27,6,0,6,0,0,2374,2370,2369,10.57051589276275,139.5299968812614,1.766903186313069,1.9950387302526238,23.5299994740635,0.5363870847850052,1.7617526487937916,23.254999480210234,0.2944838643855115,0.14789997524232107,0.19128947966599713,0.1568292834644425,58,0.1375793025256746,0.2638766097204635,725920,725916,725915
Moderate,1988-11-02,1988-10-25,1988-10-23,11,0,11,0,0,2497,2489,2487,13.599844596638825,233.28999478556207,2.581999942287741,1.5503798936617201,21.4699995201081,0.5685161163249255,1.2363495087853478,21.208181344142005,0.23472726748070372,0.18060466711174697,0.16397439465908856,0.19042250758890858,58,0.05793345087383711,0.2633231612696953,726043,726035,726033
Moderate,1989-02-15,1989-02-03,1989-01-31,16,0,14,0,0,2602,2590,2587,31.584153741741964,395.45999116078025,8.205483687560825,2.747265497407742,25.3599994331598,1.2934193259285003,1.9740096088588728,24.716249447548766,0.5128427304725516,0.4415633337125566,0.3900941305599506,0.44547378840881663,58,0.09875610075776166,0.4197743238109969,726148,726136,726133
Moderate,1989-05-12,1989-05-06,1989-05-04,9,0,9,0,0,2688,2682,2680,16.79020294826778,224.89999497309321,4.314838613233267,2.187025692399942,25.3599994331598,0.7985161111840142,1.8655781053630867,24.98888833034369,0.47942651258147406,0.31462530940998634,0.3546968718766225,0.313329843597375,58,0.12407839911147643,0.529738665252934,726234,726228,726226
Moderate,1989-06-08,1989-06-06,1989-05-24,16,0,16,0,0,2715,2713,2700,26.392072398035488,384.83999139815603,4.536709576016371,1.9706451172430057,24.1899994593114,0.6299999859184489,1.649504524877218,24.052499462384752,0.28354434850102317,0.18918927675185912,0.25459526135100047,0.19027021881978437,58,0.22589559612387405,0.04430512916429584,726261,726259,726246
