missing,seas,thresh
False,21.67821180595699,23.0899994838983
False,21.68389923677554,23.09399948380888
False,21.700443959401714,23.110999483428852
False,21.729168489384477,23.1199994832277
False,21.756822718116997,23.1399994827807
False,21.784792901501675,23.195999481529
False,21.80352568345211,23.195999481529
False,21.81807113767245,23.177999481931298
False,21.84385626106305,23.2479994803667
False,21.876721274102565,23.359999477863322
False,21.905591796873235,23.367999477684503
False,21.938622099165254,23.41199947670102
False,21.979916864082462,23.485999475047002
False,22.01966892930964,23.5059994746
False,22.05448986517045,23.51799947433172
False,22.09798848678771,23.519999474287
False,22.127134491645887,23.57599947303532
False,22.16132181870543,23.5799994729459
False,22.190219889684855,23.5959994725883
False,22.218897574994273,23.6179994720966
False,22.246087657031154,23.6179994720966
False,22.272203358926763,23.6179994720966
False,22.292616581610986,23.6039994724095
False,22.31300225608646,23.5799994729459
False,22.33440721428571,23.5799994729459
False,22.351239169832354,23.5799994729459
False,22.368649637762754,23.67599947080014
False,22.400991234836006,23.717999469861397
False,22.429476082684168,23.717999469861397
False,22.45749261098357,23.7079994700849
False,22.483002252286667,23.717999469861397
False,22.50859453821601,23.7659994687885
False,22.53534384891288,23.91599946543572
False,22.566445776592357,24.0139994632453
False,22.608594535980835,24.077999461814798
False,22.652478832520607,24.127999460697197
False,22.70088103529548,24.235999458283203
False,22.74074329335766,24.4499994534999
False,22.778566983972294,24.4599994532764
False,22.81429701072187,24.49599945247172
False,22.85903530173291,24.5239994518459
False,22.899503620387602,24.5239994518459
False,22.943608302597376,24.5239994518459
False,22.98057799874074,24.5239994518459
False,22.99796091846239,24.5239994518459
False,23.00432455468379,24.49599945247172
False,23.01460003654778,24.5239994518459
False,23.02884246047186,24.49599945247172
False,23.04735485675229,24.43199945390222
False,23.068649622116535,24.37799945510922
False,23.10016477292727,24.43199945390222
False,23.123663394991564,24.51799945198002
False,23.14666614929835,24.5279994517565
False,23.167079371982574,24.56199945099652
False,23.20355320036842,24.6099994499236
False,23.243112428134342,24.6179994497448
False,23.272313529410024,24.6179994497448
False,23.286748790795357,24.6179994497448
False,23.30619782617331,24.6279994495213
False,23.330936117631385,24.6279994495213
False,23.355398927001954,24.65599944889542
False,23.377024270871207,24.71199944764372
False,23.396693691919165,24.7519994467497
False,23.406445757816893,24.827999445051
False,23.411707465688263,24.895999443531018
